City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
514,Southbridge,US,74.93,overcast clouds,42.0751,-72.0334,Southbridge Hotel & Conference Center
516,Mulege,MX,88.83,few clouds,26.8833,-111.9833,Casa Granada
517,Matagami,CA,60.91,broken clouds,49.7502,-77.6328,Motel Le Caribou
518,Altus,US,87.31,clear sky,34.6381,-99.334,"Holiday Inn Express & Suites Altus, an IHG Hotel"
520,Marawi,PH,78.35,overcast clouds,7.9986,124.2928,Derogongan Residence
521,Araceli,PH,78.15,moderate rain,10.5529,119.9913,JBryan Traveler's Inn
522,Bhaktapur,NP,82.54,scattered clouds,27.6833,85.4167,Cosy Hotel
523,Yakuplu,TR,72.75,few clouds,40.9889,28.6758,Grand Plaza Hotel
525,The Valley,AI,81.1,clear sky,18.217,-63.0578,CeBlue Villas & Beach Resort
526,Manicore,BR,76.95,clear sky,-5.8092,-61.3003,Hotel Durval
528,Ylojarvi,FI,63.5,broken clouds,61.5563,23.5961,Hotel Lamminpää
529,Iwaki,JP,79.41,light rain,37.05,140.8833,Toyoko Inn Iwaki Ekimae
532,Asau,RO,60.28,clear sky,46.4333,26.4,Casa Mika Ciobanus
533,Fukue,JP,82.76,broken clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
534,Iskateley,RU,73.42,broken clouds,67.6803,53.1512,Hostel Agat
535,Santa Cruz De Tenerife,ES,80.58,scattered clouds,28.4682,-16.2546,Hotel Silken Atlántida Santa Cruz
536,Mackay,AU,74.68,clear sky,-21.15,149.2,International Lodge Motel
537,Belyy Yar,RU,73.29,clear sky,53.6039,91.3903,Pasportnyy Stol
538,Hualmay,PE,60.64,overcast clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
540,Hauterive,FR,66.96,clear sky,46.0901,3.4459,Aletti Palace Hotel
541,Eydhafushi,MV,82.27,overcast clouds,5.1033,73.0708,Soneva Fushi
542,Belomorsk,RU,65.46,broken clouds,64.5232,34.7668,Khostel Belomorsk
543,Kaeo,NZ,60.33,light rain,-35.1,173.7833,Bushido Lodge
544,Darapidap,PH,86.31,scattered clouds,17.2131,120.4114,Candon Beach Resort
546,Praia Da Vitoria,PT,70.75,broken clouds,38.7333,-27.0667,Hotel Branco I
547,Mayo,US,78.13,few clouds,38.8876,-76.5119,Resorts Resource Group International
548,Le Vauclin,MQ,79.84,broken clouds,14.5452,-60.8388,Hôtel Cap Macabou
552,Privolzhye,RU,66.25,clear sky,52.8649,48.6044,Dolina Sloz
553,Puerto Ayacucho,VE,74.93,moderate rain,5.6639,-67.6236,Posada Turistica Manapiare
554,Sao Joao Da Barra,BR,69.85,scattered clouds,-21.6403,-41.0511,Pousada Porto De Canoas
556,Sabang,ID,82.89,overcast clouds,5.8933,95.3214,Hotel Citra
557,Takoradi,GH,74.21,overcast clouds,4.8845,-1.7554,Raybow International Hotel
558,Nicoya,CR,74.93,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
559,Buluang,PH,84.67,broken clouds,13.3068,123.3425,Sacueza Beach Resort
560,Padang,ID,87.85,scattered clouds,-0.9492,100.3543,Mercure Padang
565,Flin Flon,CA,65.86,broken clouds,54.7682,-101.865,Victoria Inn Flin Flon
566,Kirakira,SB,82.18,few clouds,-10.4544,161.9205,SanBiz Lodge
567,Pregradnaya,RU,63.75,overcast clouds,43.9508,41.1994,"Gora ""Shunina"""
568,Chapais,CA,71.38,overcast clouds,49.7834,-74.8492,Hôtel Opémiska
572,Petapa,GT,69.15,broken clouds,14.5028,-90.5517,La Visión del Espíritu Santo
573,Santa Isabel Do Rio Negro,BR,72.19,broken clouds,-0.4139,-65.0192,Hotel GSA
574,Verkhnevilyuysk,RU,64.92,overcast clouds,63.4453,120.3167,Gostinitsa Mila
575,Khandyga,RU,76.15,overcast clouds,62.6667,135.6,Apel'sin
576,Kabare,CD,64.38,overcast clouds,-2.4683,28.8242,Hôtel Panorama
577,Marsaxlokk,MT,81.21,clear sky,35.8419,14.5431,Water's Edge
578,Trincomalee,LK,83.32,broken clouds,8.5711,81.2335,Welcombe Hotel
579,Inuvik,CA,60.01,moderate rain,68.3499,-133.7218,Nova Inn Inuvik
580,Matara,LK,87.44,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
581,Los Algarrobos,PA,76.05,overcast clouds,8.5,-82.4333,Waterfall Hostel
582,Sakaiminato,JP,78.78,broken clouds,35.55,133.2333,Italian pasley
583,Weiser,US,75.4,clear sky,44.251,-116.9693,The Colonial Motel
585,San Patricio,US,84.88,clear sky,28.017,-97.5169,"Motel 6 Sinton, TX"
586,Ambon,ID,77.14,broken clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
587,Lakatoro,VU,80.1,few clouds,-16.0999,167.4164,Lakatoro Palm Lodge
588,Muroto,JP,80.42,moderate rain,33.2833,134.15,Oota Ryokan
593,Alyangula,AU,77.04,scattered clouds,-13.8483,136.4192,Groote Eylandt Lodge
594,Mount Isa,AU,78.57,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
595,Itupiranga,BR,71.92,broken clouds,-5.1347,-49.3267,Hotel Panorama
596,Mendeleyevsk,RU,69.04,light rain,55.9082,52.2905,Gostinyy Dvor
597,Sidi Ali,DZ,73.58,clear sky,36.0998,0.4206,Complexe touristique haje bezine
598,Rosario Oeste,BR,67.19,few clouds,-14.8361,-56.4275,Alvorada Palace accomodation
599,San Lawrenz,MT,80.01,clear sky,36.0553,14.204,San Andrea Hotel
600,Ulaanbaatar,MN,84.33,scattered clouds,47.9077,106.8832,The Blue Sky Hotel and Tower
601,Bismarck,US,81.64,clear sky,46.8083,-100.7837,Bismarck Hotel and Conference Center
602,Chalchihuites,MX,64.58,broken clouds,23.4833,-103.8833,Hotel chalchihuites
603,Mehamn,NO,62.55,clear sky,71.0357,27.8492,Mehamn Arctic Hotel AS
604,Wajir,KE,75.52,overcast clouds,1.7471,40.0573,Mahatallah Hotel
605,Saint-Gaudens,FR,68.02,clear sky,43.0833,0.6667,L'Ardiégeoise
606,Bani,DO,77.86,few clouds,18.2833,-70.3333,Hospedaje Henriquez
607,Trim,IE,66.45,overcast clouds,53.555,-6.7917,Trim Castle Hotel
608,Abha,SA,77.25,clear sky,18.2164,42.5053,Abha Hotel
612,Roald,NO,61.09,scattered clouds,62.5833,6.1333,Flem Cabins
613,Navolato,MX,78.98,overcast clouds,24.7672,-107.6944,Cofradía de San pedro Navolato sinaloa
615,Iralaya,HN,80.19,overcast clouds,15.0,-83.2333,Iglesia morava renovada
616,Hambantota,LK,89.94,few clouds,6.1241,81.1185,Bungalow 63
617,Namatanai,PG,84.18,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
618,Camacha,PT,65.62,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
619,Ratnagiri,IN,82.04,overcast clouds,16.9833,73.3,Hotel Landmark
620,Moba,CN,71.11,overcast clouds,33.2288,105.0179,Xinlong Hotel
621,Kismayo,SO,77.92,overcast clouds,-0.3582,42.5454,Agan-Hotel
622,Salinas,US,66.72,clear sky,36.6777,-121.6555,Laurel Inn & Conference Center
624,Palmer,US,74.75,broken clouds,42.1584,-72.3287,Wedgewood Motel
625,Poronaysk,RU,62.02,overcast clouds,49.2167,143.1167,Avtovokzal Khostel Stolovaya
627,Sibolga,ID,86.67,light rain,1.7427,98.7792,Hotel Syariah CN Darussalam
628,Nuevo Imperial,PE,61.2,overcast clouds,-13.0754,-76.3172,Hotel Konford
629,Moose Factory,CA,60.8,mist,51.2585,-80.6094,Cree Village Eco Lodge
631,Shellbrook,CA,65.43,overcast clouds,53.2168,-106.4011,Shellbrook Hotel
636,Urdoma,RU,60.91,light rain,61.7533,48.5442,Vikonda
639,Valenca Do Piaui,BR,70.12,clear sky,-6.4075,-41.7456,GN Hotel
640,Alugan,PH,85.15,overcast clouds,12.2188,125.4808,JM Lodge
644,Astana,KZ,76.95,clear sky,51.1801,71.446,King Hotel Astana
646,Bambanglipuro,ID,84.0,few clouds,-7.95,110.2833,Puri Brata
649,Wanning,CN,89.15,broken clouds,18.8003,110.3967,Paradise Hotel
650,Erdaojiang,CN,76.19,few clouds,41.7764,126.0319,Tonggang Hotel
651,Chiriqui Grande,PA,77.74,overcast clouds,8.95,-82.1167,Hotel Atlantic
652,Adamovka,RU,89.64,clear sky,51.5223,59.9396,Gostinitsa
654,Naryan-Mar,RU,73.53,broken clouds,67.6713,53.087,Hostel Agat
656,Port Arthur,CN,88.02,broken clouds,38.8,121.2667,Friendship Hotel
657,Lupiro,TZ,71.11,overcast clouds,-8.3833,36.6667,AFRICAN JACCANA EXECUTIVE LODGE
658,Trinidad,BO,69.89,few clouds,-14.8333,-64.9,Hotel Piesta
659,Rafraf,TN,73.71,clear sky,37.1904,10.1837,Les Jardins de la Mer Ghar el Melh
660,Koungou,YT,76.71,broken clouds,-12.7336,45.2042,Villa Netibor
664,Surt,LY,81.27,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
665,Brokopondo,SR,76.23,overcast clouds,4.75,-55.1667,Matu Island
666,Jagatsinghapur,IN,88.16,overcast clouds,20.2667,86.1667,Arun Beura & Bros..
668,Pacific Grove,US,62.24,clear sky,36.6177,-121.9166,Lovers Point Inn
670,Iturama,BR,67.15,overcast clouds,-19.7281,-50.1956,República DominaCana
672,Abalak,RU,76.41,clear sky,58.1286,68.5944,Туристический комплекс Абалак
673,Moses Lake,US,74.08,clear sky,47.1301,-119.2781,Ramada by Wyndham Moses Lake
674,Talara,PE,63.48,overcast clouds,-4.5772,-81.2719,Hostal Oro Negro
675,Kishtwar,IN,83.59,broken clouds,33.3167,75.7667,Heritage Bagh by Himalayan Musk
677,Angoche,MZ,75.11,clear sky,-16.2325,39.9086,Guest House HESADA
