City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
340,Kushima,JP,31.4583,131.2333,86.63,86,82,13.69,broken clouds
341,Belaya Gora,RU,68.5333,146.4167,51.8,53,100,7.65,overcast clouds
342,Amapa,BR,1.0,-52.0,70.12,99,87,0.87,overcast clouds
343,Alofi,NU,-19.0595,-169.9187,75.09,78,46,12.66,scattered clouds
344,Eureka,US,40.8021,-124.1637,56.25,86,7,1.12,clear sky
345,Murgab,TM,37.4966,61.9714,91.27,29,0,13.8,clear sky
346,Billings,US,45.7833,-108.5007,72.28,24,20,16.11,few clouds
347,Omsukchan,RU,62.5333,155.8,80.01,49,90,12.48,overcast clouds
348,La Grande,US,45.3246,-118.0877,61.23,65,0,1.9,clear sky
349,Victoria,HK,22.2855,114.1577,89.65,85,100,8.99,overcast clouds
350,Soller,ES,39.7662,2.7152,78.03,73,0,1.23,clear sky
351,Dikson,RU,73.5069,80.5464,45.86,78,60,15.97,broken clouds
352,Corinto,GR,37.9407,22.9573,79.9,54,0,1.99,clear sky
353,Mawlaik,MM,23.6333,94.4167,89.8,67,100,0.63,overcast clouds
354,Zhanaozen,KZ,43.3,52.8,98.51,13,0,14.79,clear sky
355,College,US,64.8569,-147.8028,61.59,74,75,10.36,broken clouds
356,Fort-Shevchenko,KZ,44.5086,50.263,85.53,56,0,20.38,clear sky
357,Mogadishu,SO,2.0371,45.3438,76.46,77,79,19.44,light rain
358,Cayenne,GF,4.9333,-52.3333,76.08,1,100,0.0,fog
359,Panambi,BR,-28.2925,-53.5017,55.11,89,99,1.57,overcast clouds
360,Rive-De-Gier,FR,45.5307,4.6213,75.13,62,40,3.15,scattered clouds
361,Bathurst,AU,-33.4166,149.5806,55.83,60,24,5.01,few clouds
362,Tabou,CI,4.423,-7.3528,73.96,79,100,9.64,overcast clouds
363,Port Augusta,AU,-32.5,137.7667,59.81,34,4,6.55,clear sky
364,Manuk Mangkaw,PH,4.8,119.85,83.01,71,88,5.44,light rain
365,Port-Gentil,GA,-0.7193,8.7815,75.16,83,75,10.36,broken clouds
366,Tessalit,ML,20.1986,1.0114,83.84,49,43,10.63,scattered clouds
367,Antofagasta,CL,-23.65,-70.4,54.68,78,18,4.72,few clouds
368,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,81,100,14.97,overcast clouds
369,Charters Towers,AU,-20.1,146.2667,74.12,36,0,7.76,clear sky
370,Nizhniy Kuranakh,RU,58.8353,125.4869,74.32,75,66,7.29,light rain
371,Lorengau,PG,-2.0226,147.2712,80.91,78,100,1.63,overcast clouds
372,Sitka,US,57.0531,-135.33,55.29,88,100,6.91,overcast clouds
373,Moanda,GA,-1.5575,13.2178,68.23,89,77,1.97,broken clouds
374,La Romana,DO,18.4273,-68.9728,77.4,82,0,8.63,clear sky
375,Vao,NC,-22.6667,167.4833,72.88,82,97,18.63,overcast clouds
376,Luau,AO,-10.7073,22.2247,52.81,49,2,4.81,clear sky
377,Guiratinga,BR,-16.3494,-53.7583,64.36,34,30,4.23,scattered clouds
378,Narsaq,GL,60.9167,-46.05,46.62,73,51,1.25,broken clouds
379,Tiarei,PF,-17.5333,-149.3333,75.22,70,12,2.13,light rain
380,Talnakh,RU,69.4865,88.3972,67.21,38,52,20.51,broken clouds
381,Biak,ID,-0.9131,122.8766,78.19,80,98,5.7,overcast clouds
382,Codrington,AU,-38.2667,141.9667,53.19,55,13,8.05,few clouds
383,Tilichiki,RU,60.4667,166.1,59.54,71,100,8.28,overcast clouds
384,Adrar,MR,20.5022,-10.0711,89.08,37,47,11.88,scattered clouds
385,Riyadh,SA,24.6877,46.7219,98.74,10,83,10.33,broken clouds
386,Kautokeino,NO,69.0125,23.0412,49.91,83,99,5.01,overcast clouds
387,Ola,RU,59.5833,151.2833,73.15,87,100,10.92,overcast clouds
388,Buala,SB,-8.145,159.5921,84.7,66,59,6.53,broken clouds
389,Matamoros,MX,25.5333,-103.25,83.39,28,42,9.82,scattered clouds
390,Tismana,RO,45.05,22.9667,66.63,47,19,0.74,few clouds
391,Hamilton,US,39.1834,-84.5333,72.72,94,0,0.0,mist
392,Sao Sebastiao,BR,-23.76,-45.4097,68.49,94,100,1.3,overcast clouds
393,Pionerskiy,RU,54.9508,20.2275,63.75,82,100,11.5,overcast clouds
394,Cidreira,BR,-30.1811,-50.2056,53.04,92,15,7.05,few clouds
395,Bhatkal,IN,13.9667,74.5667,80.15,81,99,7.2,overcast clouds
396,Baykit,RU,61.67,96.37,59.94,89,99,4.23,light rain
397,Doha,QA,25.2867,51.5333,100.38,37,68,11.5,haze
398,Nara,JP,34.6851,135.8049,83.57,86,100,5.84,moderate rain
399,Pangnirtung,CA,66.1451,-65.7125,46.49,80,100,1.25,overcast clouds
400,Leh,IN,34.1667,77.5833,71.53,27,17,4.5,few clouds
401,Nanakuli,US,21.3906,-158.1547,80.55,64,100,5.75,overcast clouds
402,Dingle,PH,10.9995,122.6711,83.91,76,100,2.55,light rain
403,Margate,GB,51.3813,1.3862,72.7,65,0,4.0,clear sky
404,Tazovskiy,RU,67.4667,78.7,62.02,50,19,14.63,few clouds
405,Casa Nova,BR,-9.4167,-41.1333,70.7,80,34,21.18,scattered clouds
406,Tibiri,NE,13.5627,7.0485,75.85,80,52,9.95,broken clouds
407,Troitskoye,RU,52.9821,84.6757,68.16,55,32,8.63,light rain
408,Kaberamaido,UG,1.7389,33.1594,67.93,73,100,2.84,overcast clouds
409,Diego De Almagro,CL,-26.3667,-70.05,57.87,26,0,0.56,clear sky
410,Mount Gambier,AU,-37.8333,140.7667,53.15,53,28,6.33,scattered clouds
411,Pontianak,ID,-0.0333,109.3333,89.58,62,75,4.61,broken clouds
412,Madhoganj,IN,27.1167,80.15,101.16,35,40,7.63,scattered clouds
413,Lagoa,PT,39.05,-27.9833,68.23,89,100,11.56,overcast clouds
414,El Angel,EC,0.6167,-77.9333,42.51,92,100,6.02,overcast clouds
415,Jiujiang,CN,29.7333,115.9833,93.31,58,100,5.39,overcast clouds
416,Paraiso,CR,9.8383,-83.8656,68.88,100,100,2.42,overcast clouds
417,Wilmington,US,34.2257,-77.9447,82.0,84,0,9.22,clear sky
418,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,46.42,65,1,3.0,clear sky
419,Kardailovo,RU,51.5386,53.9042,79.86,57,1,16.75,clear sky
420,Kapit,MY,2.0167,112.9333,95.09,44,77,1.3,broken clouds
421,Bojnurd,IR,37.4747,57.329,85.95,25,0,2.3,clear sky
422,Nuevo Progreso,MX,23.1667,-97.95,80.55,67,88,1.01,overcast clouds
423,Ponta Delgada,PT,37.7333,-25.6667,73.51,88,75,5.75,broken clouds
424,Anadyr,RU,64.75,177.4833,57.7,50,0,20.13,clear sky
425,Vammala,FI,61.3333,22.9,59.7,72,82,4.47,broken clouds
426,Fare,PF,-16.7,-151.0167,76.19,71,0,3.69,light rain
427,Saint Anthony,US,45.0205,-93.218,82.9,70,0,12.66,clear sky
428,Touros,BR,-5.1989,-35.4608,74.44,89,90,11.81,overcast clouds
429,Sivaki,RU,52.6333,126.75,80.69,48,100,5.14,overcast clouds
430,Floriano,BR,-6.7669,-43.0225,70.86,57,6,5.44,clear sky
431,Tutoia,BR,-2.7619,-42.2744,77.13,81,16,10.63,few clouds
432,Ahome,MX,25.9167,-109.1833,81.57,77,51,9.69,broken clouds
433,Birin,NP,26.8865,88.0718,69.94,82,100,2.57,overcast clouds
434,Concepcion Del Uruguay,AR,-32.4825,-58.2372,43.25,97,17,2.62,few clouds
435,Tommot,RU,58.9564,126.2925,81.79,53,67,4.85,light rain
436,Afrikanda,RU,67.4429,32.7828,59.9,85,84,5.82,broken clouds
437,Santa Rosa,PH,14.3122,121.1114,92.08,74,44,8.12,scattered clouds
438,Anloga,GH,5.7947,0.8973,75.56,81,66,12.55,broken clouds
439,Korla,CN,41.7597,86.1469,90.88,15,75,13.44,broken clouds
440,Hirara,JP,24.8,125.2833,91.26,74,75,20.71,broken clouds
441,Palu,ID,-0.8917,119.8707,88.25,58,99,2.3,overcast clouds
442,Bhadra,IN,29.1167,75.1667,99.86,38,12,4.21,few clouds
443,Zongolica,MX,18.6667,-96.9833,65.73,95,94,3.58,overcast clouds
444,Hudson Bay,CA,52.85,-102.3842,65.16,66,98,4.12,overcast clouds
445,Burns Lake,CA,54.2331,-125.7533,56.62,75,88,5.79,overcast clouds
446,Nouadhibou,MR,20.931,-17.0347,67.98,94,32,13.8,scattered clouds
447,Egvekinot,RU,66.3167,-179.1667,46.06,66,100,8.3,overcast clouds
448,Hearst,CA,49.6835,-83.6665,59.25,96,43,2.66,scattered clouds
449,Kendari,ID,-3.945,122.4989,78.76,85,100,5.35,overcast clouds
450,Neuquen,AR,-38.9516,-68.0591,30.09,80,0,3.44,clear sky
451,Slusovice,CZ,49.2478,17.8015,66.61,62,39,1.66,scattered clouds
452,Beysehir,TR,37.6773,31.7246,65.03,62,86,10.29,overcast clouds
453,French Harbor,HN,16.35,-86.4333,82.4,98,40,13.8,scattered clouds
454,Xai-Xai,MZ,-25.0519,33.6442,63.64,93,0,4.07,clear sky
455,Katsuura,JP,35.1333,140.3,78.82,85,100,22.62,moderate rain
456,Takehara,JP,34.3383,132.9167,78.84,100,75,5.75,fog
457,Son La,VN,21.3167,103.9,87.85,59,100,1.21,overcast clouds
458,Bandarbeyla,SO,9.4942,50.8122,80.51,55,91,32.7,overcast clouds
459,Lefka,CY,35.1106,32.8506,87.08,43,0,2.8,clear sky
460,Guanare,VE,9.0418,-69.7421,82.42,74,100,2.3,overcast clouds
461,Tawang,IN,27.5833,91.8667,62.42,90,99,4.34,overcast clouds
462,Ormara,PK,25.2088,64.6357,84.2,84,77,9.1,broken clouds
463,Constitucion,CL,-35.3333,-72.4167,47.25,89,69,5.57,broken clouds
464,Veshenskaya,RU,49.6303,41.7334,66.27,57,0,9.53,clear sky
465,Karratha,AU,-20.7377,116.8463,80.55,27,11,10.45,few clouds
466,Manggar,ID,-2.8833,108.2667,85.51,71,84,12.71,broken clouds
467,Houma,US,29.5958,-90.7195,80.01,90,0,0.0,clear sky
468,Obigarm,TJ,38.7173,69.7088,89.71,17,0,1.74,clear sky
469,Broken Hill,AU,-31.95,141.4333,52.79,39,6,11.01,clear sky
470,Havre-Saint-Pierre,CA,50.2334,-63.5986,53.96,94,75,0.0,broken clouds
471,Winchester,GB,51.0651,-1.3187,73.42,51,0,1.14,clear sky
472,Marzuq,YE,14.4,46.4667,77.97,51,100,8.05,overcast clouds
473,Onguday,RU,50.75,86.15,62.2,59,69,5.41,broken clouds
474,Longview,US,32.5007,-94.7405,88.05,52,0,9.22,clear sky
475,Langsa,ID,4.4683,97.9683,81.52,86,100,2.35,moderate rain
476,Fort Nelson,CA,58.8053,-122.7002,60.39,94,75,4.61,broken clouds
477,Kualakapuas,ID,-3.0091,114.3876,91.36,50,38,3.15,scattered clouds
478,Zhuhai,CN,22.2769,113.5678,89.38,79,40,11.5,scattered clouds
479,Uige,AO,-7.6087,15.0613,63.37,91,66,2.3,broken clouds
480,Nikel,RU,69.4128,30.222,60.98,79,63,2.59,broken clouds
481,Altoona,US,40.5187,-78.3947,71.22,90,83,4.79,broken clouds
482,Tautira,PF,-17.7333,-149.15,76.24,72,18,2.71,light rain
483,Dalnegorsk,RU,44.5604,135.5701,77.5,57,87,6.2,overcast clouds
484,Goderich,CA,43.7501,-81.7165,73.72,64,0,12.66,clear sky
485,Shache,CN,38.4167,77.2406,97.09,10,2,15.14,clear sky
486,Chimbote,PE,-9.0853,-78.5783,61.32,87,100,9.57,overcast clouds
487,Oktyabrskiy,RU,54.4815,53.471,74.86,71,44,11.52,scattered clouds
488,Saint-Denis,FR,48.9167,2.3333,77.77,45,0,10.36,clear sky
489,Chernyshevskiy,RU,63.0128,112.4714,71.13,46,10,4.47,clear sky
490,Sembakung,ID,3.8167,117.25,92.59,49,83,2.24,broken clouds
491,Amazar,RU,53.858,120.875,82.4,37,0,5.46,clear sky
492,Moss Vale,AU,-34.55,150.3833,45.34,93,79,5.5,broken clouds
493,Roquetas De Mar,ES,36.7642,-2.6148,77.61,44,0,2.37,clear sky
494,Maldonado,UY,-34.6667,-54.9167,40.39,89,70,1.95,broken clouds
495,Caborca,MX,30.5838,-111.101,81.79,56,100,6.85,overcast clouds
496,Sechura,PE,-5.5569,-80.8222,62.64,84,86,11.03,overcast clouds
497,Selcuk,TR,37.9514,27.3685,76.41,46,0,8.77,clear sky
498,Oistins,BB,13.0667,-59.5333,80.69,78,40,19.57,scattered clouds
499,Nhulunbuy,AU,-12.2333,136.7667,81.21,65,40,14.97,scattered clouds
500,Calama,CL,-22.4667,-68.9333,46.89,21,1,18.41,clear sky
501,Itacoatiara,BR,-3.1431,-58.4442,76.06,76,64,2.13,broken clouds
502,Aswan,EG,24.0934,32.907,85.3,24,0,4.61,clear sky
503,Almaznyy,RU,48.0448,40.045,65.98,52,0,8.14,clear sky
504,Mandera,KE,3.9366,41.867,75.33,63,100,17.11,overcast clouds
505,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,71.8,99,73,0.69,broken clouds
506,Channel-Port Aux Basques,CA,47.5702,-59.1367,62.62,96,100,4.68,overcast clouds
507,Vikulovo,RU,56.8167,70.6107,71.64,59,4,5.84,clear sky
508,Dudinka,RU,69.4058,86.1778,67.62,38,50,22.37,scattered clouds
509,San Quintin,MX,30.4833,-115.95,68.85,81,0,7.27,clear sky
510,Olafsvik,IS,64.8945,-23.7142,52.12,77,100,8.39,overcast clouds
511,Praia,CV,14.9215,-23.5087,75.74,88,75,11.5,broken clouds
512,Tupelo,US,34.2576,-88.7034,79.09,83,40,0.0,scattered clouds
513,Rincon,US,32.296,-81.2354,79.86,88,0,5.75,clear sky
514,Southbridge,US,42.0751,-72.0334,74.93,98,100,3.0,overcast clouds
515,Ust-Kuyga,RU,70.0167,135.6,45.7,76,100,14.16,light rain
516,Mulege,MX,26.8833,-111.9833,88.83,50,12,4.07,few clouds
517,Matagami,CA,49.7502,-77.6328,60.91,100,75,4.61,broken clouds
518,Altus,US,34.6381,-99.334,87.31,40,0,10.36,clear sky
519,Si Bun Ruang,TH,16.9667,102.2833,94.15,52,100,1.39,overcast clouds
520,Marawi,PH,7.9986,124.2928,78.35,71,100,2.57,overcast clouds
521,Araceli,PH,10.5529,119.9913,78.15,89,100,7.61,moderate rain
522,Bhaktapur,NP,27.6833,85.4167,82.54,61,40,4.61,scattered clouds
523,Yakuplu,TR,40.9889,28.6758,72.75,53,20,16.11,few clouds
524,Salta,AR,-24.7859,-65.4117,37.99,70,0,8.05,clear sky
525,The Valley,AI,18.217,-63.0578,81.1,77,2,18.1,clear sky
526,Manicore,BR,-5.8092,-61.3003,76.95,94,0,0.0,clear sky
527,Verkhoyansk,RU,67.5447,133.385,52.11,85,100,8.66,light rain
528,Ylojarvi,FI,61.5563,23.5961,63.5,86,75,2.3,broken clouds
529,Iwaki,JP,37.05,140.8833,79.41,96,100,2.62,light rain
530,Vanavara,RU,60.34,102.2797,73.18,40,100,7.49,overcast clouds
531,Qaqortoq,GL,60.7167,-46.0333,47.21,73,59,5.19,broken clouds
532,Asau,RO,46.4333,26.4,60.28,38,8,1.21,clear sky
533,Fukue,JP,32.6881,128.8419,82.76,83,75,9.22,broken clouds
534,Iskateley,RU,67.6803,53.1512,73.42,48,71,10.4,broken clouds
535,Santa Cruz De Tenerife,ES,28.4682,-16.2546,80.58,85,40,13.8,scattered clouds
536,Mackay,AU,-21.15,149.2,74.68,74,0,12.08,clear sky
537,Belyy Yar,RU,53.6039,91.3903,73.29,35,0,8.95,clear sky
538,Hualmay,PE,-11.0964,-77.6139,60.64,88,96,8.12,overcast clouds
539,Koulikoro,ML,14.0,-7.75,77.68,76,34,7.9,scattered clouds
540,Hauterive,FR,46.0901,3.4459,66.96,57,0,3.44,clear sky
541,Eydhafushi,MV,5.1033,73.0708,82.27,79,100,17.43,overcast clouds
542,Belomorsk,RU,64.5232,34.7668,65.46,57,84,1.14,broken clouds
543,Kaeo,NZ,-35.1,173.7833,60.33,95,95,4.88,light rain
544,Darapidap,PH,17.2131,120.4114,86.31,72,30,6.26,scattered clouds
545,Hare Bay,CA,48.8499,-54.0148,63.75,93,51,7.49,broken clouds
546,Praia Da Vitoria,PT,38.7333,-27.0667,70.75,88,75,8.19,broken clouds
547,Mayo,US,38.8876,-76.5119,78.13,91,20,1.01,few clouds
548,Le Vauclin,MQ,14.5452,-60.8388,79.84,83,75,8.05,broken clouds
549,Kimberley,ZA,-28.7323,24.7623,40.69,81,0,8.05,clear sky
550,Deniliquin,AU,-35.5333,144.9667,53.4,45,3,8.46,clear sky
551,Zhanakorgan,KZ,43.9098,67.2495,97.23,18,0,17.65,clear sky
552,Privolzhye,RU,52.8649,48.6044,66.25,66,0,16.33,clear sky
553,Puerto Ayacucho,VE,5.6639,-67.6236,74.93,94,97,1.1,moderate rain
554,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.85,90,42,8.39,scattered clouds
555,Kamenka,RU,51.3223,42.7678,66.87,56,8,11.65,clear sky
556,Sabang,ID,5.8933,95.3214,82.89,73,94,18.54,overcast clouds
557,Takoradi,GH,4.8845,-1.7554,74.21,81,95,11.18,overcast clouds
558,Nicoya,CR,10.1483,-85.452,74.93,94,100,1.95,overcast clouds
559,Buluang,PH,13.3068,123.3425,84.67,75,70,3.91,broken clouds
560,Padang,ID,-0.9492,100.3543,87.85,60,34,6.62,scattered clouds
561,Sobolevo,RU,54.4299,31.8996,56.52,89,93,5.82,overcast clouds
562,Marau,BR,-28.4492,-52.2,53.11,94,98,1.88,overcast clouds
563,Birao,CF,10.2849,22.7882,72.86,92,97,3.06,overcast clouds
564,Araouane,ML,18.9048,-3.5265,88.41,47,63,12.66,broken clouds
565,Flin Flon,CA,54.7682,-101.865,65.86,63,51,4.81,broken clouds
566,Kirakira,SB,-10.4544,161.9205,82.18,74,24,5.37,few clouds
567,Pregradnaya,RU,43.9508,41.1994,63.75,89,100,1.59,overcast clouds
568,Chapais,CA,49.7834,-74.8492,71.38,95,92,4.52,overcast clouds
569,Maniitsoq,GL,65.4167,-52.9,44.24,88,98,2.57,overcast clouds
570,Ous,RU,60.9058,61.5186,76.6,49,17,6.22,few clouds
571,Prince Rupert,CA,54.3161,-130.3201,53.69,94,100,3.44,overcast clouds
572,Petapa,GT,14.5028,-90.5517,69.15,88,75,16.11,broken clouds
573,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.19,98,58,1.57,broken clouds
574,Verkhnevilyuysk,RU,63.4453,120.3167,64.92,83,100,8.5,overcast clouds
575,Khandyga,RU,62.6667,135.6,76.15,55,92,6.29,overcast clouds
576,Kabare,CD,-2.4683,28.8242,64.38,65,99,4.54,overcast clouds
577,Marsaxlokk,MT,35.8419,14.5431,81.21,65,0,3.44,clear sky
578,Trincomalee,LK,8.5711,81.2335,83.32,72,62,10.2,broken clouds
579,Inuvik,CA,68.3499,-133.7218,60.01,97,100,9.22,moderate rain
580,Matara,LK,5.9485,80.5353,87.44,64,87,14.56,overcast clouds
581,Los Algarrobos,PA,8.5,-82.4333,76.05,91,100,0.67,overcast clouds
582,Sakaiminato,JP,35.55,133.2333,78.78,94,75,12.66,broken clouds
583,Weiser,US,44.251,-116.9693,75.4,39,0,5.01,clear sky
584,Gushikawa,JP,26.3544,127.8686,90.99,79,40,10.36,scattered clouds
585,San Patricio,US,28.017,-97.5169,84.88,81,6,12.41,clear sky
586,Ambon,ID,-3.6954,128.1814,77.14,94,75,3.44,broken clouds
587,Lakatoro,VU,-16.0999,167.4164,80.1,72,23,13.98,few clouds
588,Muroto,JP,33.2833,134.15,80.42,90,100,23.89,moderate rain
589,Vila,PT,42.0304,-8.1588,56.7,84,81,5.01,broken clouds
590,Svodin,SK,47.9105,18.4997,65.14,35,8,3.22,clear sky
591,Rovaniemi,FI,66.5,25.7167,56.61,82,75,5.75,broken clouds
592,Chipinge,ZW,-20.1883,32.6236,58.39,83,26,2.55,scattered clouds
593,Alyangula,AU,-13.8483,136.4192,77.04,57,39,11.27,scattered clouds
594,Mount Isa,AU,-20.7333,139.5,78.57,25,0,12.66,clear sky
595,Itupiranga,BR,-5.1347,-49.3267,71.92,62,81,2.35,broken clouds
596,Mendeleyevsk,RU,55.9082,52.2905,69.04,86,96,3.85,light rain
597,Sidi Ali,DZ,36.0998,0.4206,73.58,81,0,4.05,clear sky
598,Rosario Oeste,BR,-14.8361,-56.4275,67.19,50,18,1.9,few clouds
599,San Lawrenz,MT,36.0553,14.204,80.01,74,0,6.55,clear sky
600,Ulaanbaatar,MN,47.9077,106.8832,84.33,20,40,24.61,scattered clouds
601,Bismarck,US,46.8083,-100.7837,81.64,85,0,6.91,clear sky
602,Chalchihuites,MX,23.4833,-103.8833,64.58,62,61,7.27,broken clouds
603,Mehamn,NO,71.0357,27.8492,62.55,59,0,9.22,clear sky
604,Wajir,KE,1.7471,40.0573,75.52,63,97,18.16,overcast clouds
605,Saint-Gaudens,FR,43.0833,0.6667,68.02,74,8,1.07,clear sky
606,Bani,DO,18.2833,-70.3333,77.86,84,12,9.66,few clouds
607,Trim,IE,53.555,-6.7917,66.45,74,100,3.38,overcast clouds
608,Abha,SA,18.2164,42.5053,77.25,22,0,4.61,clear sky
609,Ilulissat,GL,69.2167,-51.1,46.42,66,20,2.3,few clouds
610,Haines Junction,CA,60.7522,-137.5108,55.35,76,42,3.44,scattered clouds
611,Luwingu,ZM,-10.2621,29.9271,59.11,66,3,8.55,clear sky
612,Roald,NO,62.5833,6.1333,61.09,77,40,6.91,scattered clouds
613,Navolato,MX,24.7672,-107.6944,78.98,89,100,5.64,overcast clouds
614,Evensk,RU,61.95,159.2333,51.01,96,100,8.55,overcast clouds
615,Iralaya,HN,15.0,-83.2333,80.19,86,99,16.78,overcast clouds
616,Hambantota,LK,6.1241,81.1185,89.94,66,20,3.44,few clouds
617,Namatanai,PG,-3.6667,152.4333,84.18,67,86,8.77,overcast clouds
618,Camacha,PT,33.0833,-16.3333,65.62,77,40,9.22,scattered clouds
619,Ratnagiri,IN,16.9833,73.3,82.04,81,98,11.63,overcast clouds
620,Moba,CN,33.2288,105.0179,71.11,61,100,6.55,overcast clouds
621,Kismayo,SO,-0.3582,42.5454,77.92,67,96,19.82,overcast clouds
622,Salinas,US,36.6777,-121.6555,66.72,72,0,9.22,clear sky
623,Comodoro Rivadavia,AR,-45.8667,-67.5,44.46,49,0,32.21,clear sky
624,Palmer,US,42.1584,-72.3287,74.75,86,75,9.22,broken clouds
625,Poronaysk,RU,49.2167,143.1167,62.02,85,92,4.16,overcast clouds
626,Bogorodskoye,RU,56.55,37.8833,59.29,69,62,11.25,broken clouds
627,Sibolga,ID,1.7427,98.7792,86.67,63,93,6.35,light rain
628,Nuevo Imperial,PE,-13.0754,-76.3172,61.2,83,99,3.42,overcast clouds
629,Moose Factory,CA,51.2585,-80.6094,60.8,94,100,10.36,mist
630,Stykkisholmur,IS,65.0757,-22.7297,49.87,76,97,4.59,overcast clouds
631,Shellbrook,CA,53.2168,-106.4011,65.43,69,100,6.67,overcast clouds
632,Tucuma,BR,-0.1833,-50.05,74.66,90,25,6.42,scattered clouds
633,Sardulgarh,IN,29.7,75.25,102.49,34,54,1.97,broken clouds
634,Okahandja,NA,-21.9833,16.9167,45.14,56,0,7.54,clear sky
635,De Aar,ZA,-30.6497,24.0123,47.35,63,0,7.49,clear sky
636,Urdoma,RU,61.7533,48.5442,60.91,97,100,8.3,light rain
637,Yerbogachen,RU,61.2767,108.0108,77.47,39,45,9.35,scattered clouds
638,Oranjemund,NA,-28.55,16.4333,53.35,95,22,5.39,few clouds
639,Valenca Do Piaui,BR,-6.4075,-41.7456,70.12,61,4,8.41,clear sky
640,Alugan,PH,12.2188,125.4808,85.15,68,93,7.34,overcast clouds
641,Ahipara,NZ,-35.1667,173.1667,58.73,92,82,4.68,moderate rain
642,Henties Bay,NA,-22.116,14.2845,55.58,95,23,3.29,few clouds
643,Magway,MM,20.15,94.9167,99.07,39,98,9.82,overcast clouds
644,Astana,KZ,51.1801,71.446,76.95,29,0,6.71,clear sky
645,Tauranga,NZ,-37.6861,176.1667,59.94,88,100,3.0,overcast clouds
646,Bambanglipuro,ID,-7.95,110.2833,84.0,68,19,13.65,few clouds
647,Smithers,CA,54.7804,-127.1743,57.52,72,40,3.44,scattered clouds
648,Aksarayskiy,RU,46.7924,48.0119,80.76,48,96,14.72,overcast clouds
649,Wanning,CN,18.8003,110.3967,89.15,68,72,9.06,broken clouds
650,Erdaojiang,CN,41.7764,126.0319,76.19,76,16,4.97,few clouds
651,Chiriqui Grande,PA,8.95,-82.1167,77.74,91,98,2.57,overcast clouds
652,Adamovka,RU,51.5223,59.9396,89.64,32,8,19.55,clear sky
653,Berdigestyakh,RU,62.0989,126.6992,86.97,39,6,3.29,clear sky
654,Naryan-Mar,RU,67.6713,53.087,73.53,48,72,10.49,broken clouds
655,Talaya,RU,61.3833,152.75,83.82,29,100,20.65,overcast clouds
656,Port Arthur,CN,38.8,121.2667,88.02,32,81,9.82,broken clouds
657,Lupiro,TZ,-8.3833,36.6667,71.11,72,88,0.81,overcast clouds
658,Trinidad,BO,-14.8333,-64.9,69.89,76,24,3.09,few clouds
659,Rafraf,TN,37.1904,10.1837,73.71,63,0,10.27,clear sky
660,Koungou,YT,-12.7336,45.2042,76.71,69,75,19.57,broken clouds
661,Aktash,RU,50.3,87.7333,52.77,43,33,8.1,scattered clouds
662,Kurilsk,RU,45.2333,147.8833,59.95,83,31,6.58,scattered clouds
663,Tari,NG,12.4086,4.4914,74.05,86,99,8.77,overcast clouds
664,Surt,LY,31.2089,16.5887,81.27,60,0,8.19,clear sky
665,Brokopondo,SR,4.75,-55.1667,76.23,90,100,7.9,overcast clouds
666,Jagatsinghapur,IN,20.2667,86.1667,88.16,50,89,10.36,overcast clouds
667,Marabba,SD,12.35,32.1833,75.81,80,98,18.88,overcast clouds
668,Pacific Grove,US,36.6177,-121.9166,62.24,87,0,3.44,clear sky
669,Cesis,LV,57.3119,25.2746,57.72,82,96,6.29,overcast clouds
670,Iturama,BR,-19.7281,-50.1956,67.15,39,98,3.06,overcast clouds
671,Parichha,IN,25.5167,78.75,99.37,39,74,6.06,broken clouds
672,Abalak,RU,58.1286,68.5944,76.41,42,3,5.99,clear sky
673,Moses Lake,US,47.1301,-119.2781,74.08,43,0,9.22,clear sky
674,Talara,PE,-4.5772,-81.2719,63.48,83,92,14.29,overcast clouds
675,Kishtwar,IN,33.3167,75.7667,83.59,56,59,4.29,broken clouds
676,Verkhnyaya Inta,RU,65.9811,60.3094,76.06,45,4,7.7,clear sky
677,Angoche,MZ,-16.2325,39.9086,75.11,69,0,1.63,clear sky
